"Name","Type","Label","Host","Tags","Compare offset (in seconds)","Time","Point","Mean","Count"
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 01:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 01:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 02:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 02:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 03:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 03:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 04:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 04:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 05:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 05:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 06:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 06:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 07:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 07:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 08:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 08:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 09:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 09:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 10:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 10:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 11:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 11:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 12:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 12:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 13:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 13:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 14:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 14:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 15:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 15:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 16:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 16:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 17:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 17:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 18:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 18:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 19:00:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 19:30:00","0.0","",""
"Data","METRIC","edge.T0.SR-vmc.iface.cross-vpc-0.tx_packets","sddc-prod.8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6.nsxt.nsx-edge-0-172-27-236-7.observability","""subcomponent=NSX-Edge-0-172-27-236-7, org_type=CUSTOMER, org_id=7a6a0b08-846f-486f-90ed-86271846f9fe, sddc_id=8ffa8b07-9f05-47a2-a53e-9574b8ab0bb6, port=5002, region_type=commercial, metric_type=gauge, region=ap-southeast-2, component=nsxt.edge.observability""","0","05/15/2022 20:00:00","0.0","",""
